,0
5797,0
5798,2
5799,3
5800,2
5801,3
5802,3
5803,0
5804,1
5805,3
5806,0
5807,0
5808,2
5809,0
5810,3
5811,1
5812,2
5813,3
5814,3
5815,2
5816,0
5817,0
5818,3
5819,1
5820,0
5821,0
5822,3
5823,3
5824,1
5825,1
5826,0
5827,3
5828,1
5829,3
5830,2
5831,2
5832,2
5833,3
5834,3
5835,0
5836,3
5837,3
5838,0
5839,1
5840,0
5841,3
5842,0
5843,2
5844,3
5845,0
5846,2
5847,3
5848,1
5849,0
5850,3
5851,1
5852,0
5853,3
5854,0
5855,3
5856,0
5857,0
5858,1
5859,3
5860,3
5861,3
5862,3
5863,1
5864,1
5865,0
5866,1
5867,1
5868,1
5869,1
5870,2
5871,0
5872,3
5873,1
5874,0
5875,1
5876,2
5877,1
5878,3
5879,2
5880,1
5881,2
5882,0
5883,0
5884,0
5885,1
5886,1
5887,3
5888,0
5889,2
5890,0
5891,2
5892,2
5893,0
5894,3
5895,0
5896,3
5897,1
5898,3
5899,0
5900,0
5901,1
5902,2
5903,3
5904,2
5905,2
5906,2
5907,3
5908,1
5909,2
5910,0
5911,1
5912,3
5913,2
5914,0
5915,3
5916,3
5917,0
5918,1
5919,1
5920,1
5921,2
5922,1
5923,1
5924,2
5925,2
5926,0
5927,0
5928,2
5929,2
5930,2
5931,3
5932,3
5933,2
5934,3
5935,0
5936,2
5937,3
5938,1
5939,2
5940,1
5941,2
5942,2
5943,3
5944,2
5945,2
5946,0
5947,3
5948,1
5949,0
5950,0
5951,0
5952,1
5953,0
5954,3
5955,2
5956,3
5957,2
5958,3
5959,3
5960,2
5961,2
5962,1
5963,1
5964,2
5965,0
5966,0
5967,1
5968,1
5969,0
5970,2
5971,0
5972,3
5973,1
5974,3
5975,0
5976,2
5977,2
5978,1
5979,3
5980,1
5981,1
5982,3
5983,1
5984,3
5985,3
5986,1
5987,2
5988,0
5989,0
5990,0
5991,2
5992,3
5993,0
5994,0
5995,0
5996,3
5997,3
5998,2
5999,3
6000,2
6001,3
6002,0
6003,2
6004,0
6005,1
6006,3
6007,2
6008,1
6009,1
6010,1
6011,3
6012,1
6013,3
6014,2
6015,1
6016,2
6017,2
6018,0
6019,3
6020,3
6021,1
6022,3
6023,3
6024,2
6025,0
6026,2
6027,1
6028,0
6029,0
6030,1
6031,0
6032,0
6033,1
6034,3
6035,2
6036,1
6037,2
6038,1
6039,0
6040,1
6041,2
6042,1
6043,2
6044,1
6045,3
6046,3
6047,0
6048,2
6049,1
6050,2
6051,1
6052,2
6053,1
6054,2
6055,0
6056,0
6057,0
6058,0
6059,0
6060,2
6061,3
6062,2
6063,0
6064,2
6065,3
6066,0
6067,3
6068,1
6069,3
6070,2
6071,0
6072,0
6073,2
6074,0
6075,1
6076,0
6077,2
6078,0
6079,0
6080,0
6081,1
6082,0
6083,1
6084,1
6085,2
6086,0
6087,0
6088,2
6089,3
6090,1
6091,3
6092,1
6093,3
6094,3
6095,3
6096,1
6097,1
6098,0
6099,1
6100,3
6101,3
6102,1
6103,1
6104,2
6105,1
6106,3
6107,0
6108,2
6109,3
6110,3
6111,3
6112,3
6113,0
6114,1
6115,3
6116,3
6117,1
6118,3
6119,1
6120,3
6121,1
6122,2
6123,3
6124,1
6125,1
6126,0
6127,3
6128,0
6129,1
6130,0
6131,3
6132,0
6133,2
6134,3
6135,2
6136,0
6137,1
6138,3
6139,0
6140,0
6141,3
6142,2
6143,0
6144,1
6145,2
6146,0
6147,0
6148,0
6149,0
6150,1
6151,1
6152,2
6153,0
6154,1
6155,0
6156,1
6157,0
6158,1
6159,2
6160,3
6161,2
6162,2
6163,1
6164,2
6165,1
6166,3
6167,3
6168,0
6169,2
6170,1
6171,1
6172,2
6173,3
6174,0
6175,1
6176,2
6177,0
6178,1
6179,1
6180,0
6181,0
6182,1
6183,1
6184,1
6185,0
6186,0
6187,3
6188,0
6189,3
6190,0
6191,3
6192,0
6193,1
6194,3
6195,1
6196,0
6197,1
6198,2
6199,3
6200,3
6201,1
6202,0
6203,3
6204,2
6205,2
6206,0
6207,1
6208,2
6209,1
6210,1
6211,0
6212,0
6213,0
6214,1
6215,0
6216,3
6217,3
6218,1
6219,1
6220,3
6221,3
6222,1
6223,1
6224,2
6225,3
6226,1
6227,0
6228,3
6229,3
6230,1
6231,1
6232,3
6233,2
6234,3
6235,3
6236,2
6237,1
6238,3
6239,3
6240,0
6241,3
6242,1
6243,2
6244,3
6245,1
6246,3
6247,2
6248,3
6249,2
6250,2
6251,3
6252,0
6253,3
6254,2
6255,0
6256,0
6257,0
6258,1
6259,1
6260,3
6261,1
6262,3
6263,1
6264,0
6265,0
6266,0
6267,2
6268,3
6269,0
6270,0
6271,0
6272,2
6273,3
6274,1
6275,1
6276,1
6277,3
6278,0
6279,2
6280,0
6281,2
6282,2
6283,1
6284,3
6285,1
6286,1
6287,3
6288,2
6289,0
6290,0
6291,1
6292,0
6293,3
6294,1
6295,2
6296,1
6297,3
6298,2
6299,2
6300,1
6301,3
6302,2
6303,3
6304,3
6305,3
6306,3
6307,2
6308,3
6309,0
6310,3
6311,2
6312,2
6313,3
6314,2
6315,2
6316,0
6317,0
6318,3
6319,0
6320,2
6321,0
6322,2
6323,1
6324,2
6325,1
6326,0
6327,3
6328,0
6329,0
6330,1
6331,1
6332,0
6333,2
6334,0
6335,1
6336,1
6337,3
6338,0
6339,0
6340,2
6341,3
6342,2
6343,0
6344,0
6345,2
6346,1
6347,2
6348,0
6349,0
6350,2
6351,1
6352,0
6353,3
6354,2
6355,3
6356,0
6357,2
6358,0
6359,1
6360,2
6361,1
6362,0
6363,3
6364,0
6365,2
6366,2
6367,2
6368,2
6369,2
6370,0
6371,0
6372,1
6373,0
6374,0
6375,2
6376,1
6377,3
6378,3
6379,2
6380,2
6381,1
6382,2
6383,0
6384,2
6385,3
6386,2
6387,1
6388,2
6389,0
6390,3
6391,1
6392,2
6393,0
6394,1
6395,1
6396,3
6397,0
6398,3
6399,2
6400,2
6401,0
6402,3
6403,0
6404,2
6405,1
6406,3
6407,2
6408,3
6409,0
6410,2
6411,1
6412,2
6413,1
6414,2
6415,0
6416,1
6417,2
6418,1
6419,3
6420,0
6421,0
6422,3
6423,2
6424,1
6425,2
6426,0
6427,2
6428,0
6429,1
6430,0
6431,0
6432,2
6433,3
6434,3
6435,2
6436,0
6437,2
6438,0
6439,1
6440,0
6441,0
6442,2
6443,3
6444,1
6445,1
6446,3
6447,3
6448,1
6449,2
6450,1
6451,0
6452,2
6453,3
6454,3
6455,1
6456,0
6457,2
6458,1
6459,3
6460,1
6461,0
6462,2
6463,2
6464,3
6465,3
6466,0
6467,2
6468,0
6469,2
6470,3
6471,3
6472,1
6473,3
6474,3
6475,0
6476,2
6477,0
6478,3
6479,3
6480,0
6481,2
6482,1
6483,2
6484,1
6485,2
6486,3
6487,2
6488,3
6489,3
6490,2
6491,1
6492,1
6493,1
6494,2
6495,2
6496,0
6497,2
6498,1
6499,3
6500,0
6501,1
6502,0
6503,0
6504,3
6505,0
6506,3
6507,3
6508,0
6509,2
6510,2
6511,1
6512,2
6513,1
6514,1
6515,0
6516,3
6517,3
6518,0
6519,3
6520,3
6521,0
6522,2
6523,3
6524,0
6525,3
6526,2
6527,3
6528,2
6529,3
6530,2
6531,0
6532,2
6533,2
6534,1
6535,3
6536,3
6537,2
6538,2
6539,1
6540,3
6541,2
6542,2
6543,0
6544,1
6545,1
6546,1
6547,0
6548,0
6549,3
6550,1
6551,2
6552,0
6553,0
6554,3
6555,1
6556,2
6557,3
6558,1
6559,0
6560,0
6561,3
6562,2
6563,3
6564,0
6565,3
6566,1
6567,2
6568,0
6569,2
6570,3
6571,3
6572,2
6573,0
6574,1
6575,1
6576,0
6577,1
6578,3
6579,2
6580,1
6581,0
6582,2
6583,3
6584,3
6585,2
6586,1
6587,2
6588,2
6589,2
6590,1
6591,1
6592,1
6593,0
6594,2
6595,3
6596,3
6597,1
6598,0
6599,1
6600,1
6601,3
6602,0
6603,0
6604,3
6605,2
6606,2
6607,1
6608,3
6609,0
6610,2
6611,0
6612,2
6613,0
6614,3
6615,2
6616,0
6617,0
6618,2
6619,1
6620,2
6621,1
6622,2
6623,3
6624,1
6625,2
6626,0
6627,2
6628,1
6629,1
6630,0
6631,0
6632,2
6633,1
6634,1
6635,3
6636,1
6637,1
6638,3
6639,1
6640,1
6641,3
6642,3
6643,2
6644,1
6645,3
6646,1
6647,1
6648,2
6649,2
6650,1
6651,0
6652,3
6653,3
6654,1
6655,3
6656,3
6657,2
6658,2
6659,0
6660,0
6661,0
6662,0
6663,2
6664,3
6665,3
6666,2
6667,0
6668,2
6669,2
6670,3
6671,3
6672,1
6673,0
6674,0
6675,0
6676,3
6677,2
6678,0
6679,3
6680,3
6681,0
6682,2
6683,3
6684,0
6685,1
6686,0
6687,3
6688,2
6689,2
6690,3
6691,3
6692,3
6693,3
6694,1
6695,3
6696,0
6697,2
6698,3
6699,1
6700,1
6701,0
6702,1
6703,2
6704,0
6705,1
6706,2
6707,2
6708,0
6709,3
6710,0
6711,2
6712,3
6713,1
6714,3
6715,3
6716,2
6717,1
6718,1
6719,2
6720,3
6721,0
6722,0
6723,3
6724,2
6725,3
6726,1
6727,2
6728,1
6729,0
6730,0
6731,1
6732,1
6733,0
6734,0
6735,2
6736,3
6737,2
6738,0
6739,3
6740,3
6741,0
6742,2
6743,0
6744,1
6745,3
6746,2
6747,3
6748,2
6749,3
6750,3
6751,2
6752,2
6753,0
6754,1
6755,3
6756,0
6757,1
6758,3
6759,3
6760,0
6761,0
6762,3
6763,2
6764,2
6765,3
6766,0
6767,1
6768,2
6769,2
6770,0
6771,3
6772,1
6773,1
6774,2
6775,1
6776,3
6777,0
6778,1
6779,3
6780,3
6781,2
6782,3
6783,1
6784,0
6785,2
6786,3
6787,2
6788,3
6789,2
6790,0
6791,0
6792,2
6793,3
6794,3
6795,1
6796,1
6797,3
6798,1
6799,3
6800,0
6801,2
6802,3
6803,2
6804,2
6805,0
6806,2
6807,1
6808,3
6809,3
6810,3
6811,2
6812,3
6813,1
6814,0
6815,2
6816,2
6817,0
6818,0
6819,3
6820,2
6821,1
6822,2
6823,3
6824,0
6825,3
6826,0
6827,1
6828,0
6829,1
6830,3
6831,0
6832,1
6833,0
6834,2
6835,0
6836,1
6837,2
6838,0
6839,1
6840,1
6841,1
6842,3
6843,0
6844,3
6845,0
6846,3
6847,3
6848,0
6849,1
6850,3
6851,2
6852,0
6853,0
6854,2
6855,3
6856,1
6857,0
6858,3
6859,3
6860,0
6861,1
6862,0
6863,0
6864,3
6865,3
6866,0
6867,2
6868,3
6869,0
6870,1
6871,2
6872,2
6873,3
6874,0
6875,0
6876,0
6877,1
6878,1
6879,1
6880,2
6881,1
6882,3
6883,2
6884,1
6885,1
6886,2
6887,3
6888,2
6889,2
6890,0
6891,3
6892,3
6893,2
6894,1
6895,0
6896,0
6897,2
6898,3
6899,3
6900,2
6901,2
6902,3
6903,2
6904,3
6905,2
6906,1
6907,3
6908,3
6909,2
6910,3
6911,0
6912,1
6913,1
6914,3
6915,2
6916,3
6917,1
6918,0
6919,1
6920,0
6921,3
6922,0
6923,3
6924,1
6925,1
6926,1
6927,3
6928,3
6929,2
6930,0
6931,1
6932,2
6933,1
6934,1
6935,0
6936,2
6937,0
6938,1
6939,2
6940,3
6941,2
6942,1
6943,3
6944,2
6945,0
6946,1
6947,0
6948,1
6949,3
6950,1
6951,2
6952,2
6953,0
6954,2
6955,2
6956,3
6957,3
6958,1
6959,0
6960,3
6961,2
6962,1
6963,0
6964,0
6965,3
6966,2
6967,0
6968,3
6969,3
6970,0
6971,3
6972,2
6973,1
6974,3
6975,2
6976,1
6977,0
6978,0
6979,2
6980,0
6981,3
6982,0
6983,3
6984,0
6985,3
6986,2
6987,2
6988,1
6989,3
6990,0
6991,1
6992,2
6993,2
6994,3
6995,0
6996,0
6997,1
6998,2
6999,2
7000,1
7001,3
7002,0
7003,1
7004,2
7005,3
7006,3
7007,0
7008,3
7009,3
7010,2
7011,1
7012,0
7013,2
7014,3
7015,1
7016,2
7017,2
7018,3
7019,0
7020,2
7021,3
7022,0
7023,1
7024,0
7025,1
7026,0
7027,2
7028,2
7029,1
7030,2
7031,2
7032,2
7033,3
7034,3
7035,0
7036,2
7037,2
7038,1
7039,1
7040,2
7041,2
7042,1
7043,2
7044,2
7045,0
7046,2
7047,2
7048,1
7049,1
7050,2
7051,0
7052,2
7053,0
7054,3
7055,1
7056,1
7057,0
7058,2
7059,0
7060,3
7061,1
7062,0
7063,0
7064,0
7065,1
7066,3
7067,2
7068,1
7069,0
7070,0
7071,1
7072,3
7073,2
7074,1
7075,2
7076,2
7077,2
7078,2
7079,1
7080,0
7081,0
7082,1
7083,1
7084,2
7085,3
7086,0
7087,2
7088,0
7089,1
7090,3
7091,3
7092,3
7093,1
7094,3
7095,0
7096,0
7097,1
7098,0
7099,0
7100,0
7101,2
7102,1
7103,1
7104,2
7105,1
7106,0
7107,0
7108,1
7109,2
7110,0
7111,0
7112,2
7113,2
7114,3
7115,3
7116,2
7117,0
7118,3
7119,1
7120,1
7121,3
7122,0
7123,2
7124,1
7125,0
7126,1
7127,2
7128,1
7129,1
7130,2
7131,0
7132,2
7133,2
7134,3
7135,0
7136,1
7137,0
7138,0
7139,3
7140,3
7141,2
7142,0
7143,1
7144,3
7145,0
7146,1
7147,2
7148,3
7149,3
7150,2
7151,3
7152,3
7153,0
7154,0
7155,1
7156,0
7157,1
7158,2
7159,0
7160,0
7161,1
7162,1
7163,3
7164,1
7165,2
7166,0
7167,3
7168,3
7169,0
7170,3
7171,1
7172,3
7173,0
7174,2
7175,0
7176,0
7177,1
7178,1
7179,2
7180,0
7181,2
7182,0
7183,1
7184,0
7185,2
7186,3
7187,1
7188,0
7189,1
7190,3
7191,3
7192,1
7193,3
7194,1
7195,0
7196,3
7197,0
7198,3
7199,2
7200,3
7201,1
7202,0
7203,2
7204,1
7205,1
7206,3
7207,2
7208,3
7209,1
7210,3
7211,0
7212,3
7213,3
7214,0
7215,2
7216,3
7217,3
7218,2
7219,0
7220,3
7221,2
7222,2
7223,3
7224,2
7225,1
7226,1
7227,0
7228,0
7229,0
7230,0
7231,2
7232,2
7233,1
7234,2
7235,0
7236,0
7237,1
7238,1
7239,2
7240,3
7241,1
7242,2
7243,0
7244,2
7245,1
7246,2
7247,0
7248,2
7249,2
7250,0
7251,2
7252,2
7253,0
7254,1
7255,2
7256,1
7257,0
7258,0
7259,1
7260,3
7261,2
7262,3
7263,0
7264,3
7265,2
7266,3
7267,2
7268,0
7269,3
7270,0
7271,0
7272,0
7273,2
7274,3
7275,3
7276,2
7277,2
7278,1
7279,3
7280,0
7281,3
7282,2
7283,0
7284,3
7285,3
7286,3
7287,0
7288,1
7289,2
7290,0
7291,2
7292,3
7293,3
7294,0
7295,3
7296,0
7297,1
7298,2
7299,0
7300,3
7301,3
7302,0
7303,1
7304,3
7305,0
7306,2
7307,0
7308,2
7309,0
7310,1
7311,3
7312,0
7313,2
7314,2
7315,2
7316,3
7317,1
7318,1
7319,0
7320,2
7321,1
7322,2
7323,2
7324,2
7325,0
7326,0
7327,2
7328,0
7329,0
7330,3
7331,1
7332,0
7333,0
7334,3
7335,1
7336,0
7337,3
7338,0
7339,2
7340,0
7341,1
7342,2
7343,3
7344,1
7345,1
7346,0
7347,3
7348,3
7349,2
7350,3
7351,3
7352,2
7353,0
7354,1
7355,0
7356,2
7357,0
7358,0
7359,2
7360,2
7361,3
7362,0
7363,1
7364,0
7365,2
7366,3
7367,1
7368,2
7369,3
7370,2
7371,0
7372,0
7373,1
7374,3
7375,2
7376,0
7377,1
7378,0
7379,3
7380,3
7381,2
7382,0
7383,1
7384,3
7385,0
7386,0
7387,0
7388,1
7389,1
7390,0
7391,0
7392,1
7393,2
7394,0
7395,0
7396,1
7397,1
7398,0
7399,1
7400,1
7401,0
7402,3
7403,2
7404,3
7405,3
7406,3
7407,2
7408,2
7409,3
7410,1
7411,1
7412,1
7413,0
7414,2
7415,2
7416,3
7417,3
7418,1
7419,0
7420,1
7421,2
7422,0
7423,2
7424,3
7425,1
7426,2
7427,2
7428,3
7429,1
7430,1
7431,1
7432,3
7433,3
7434,0
7435,3
7436,3
7437,0
7438,0
7439,1
7440,3
7441,3
7442,0
7443,3
7444,3
7445,0
7446,3
7447,0
7448,2
7449,1
7450,1
7451,1
7452,0
7453,3
7454,0
7455,2
7456,3
7457,0
7458,3
7459,2
7460,1
7461,3
7462,2
7463,2
7464,3
7465,3
7466,3
7467,3
7468,1
7469,1
7470,2
7471,3
7472,3
7473,1
7474,0
7475,2
7476,3
7477,1
7478,2
7479,1
7480,1
7481,1
7482,2
7483,0
7484,1
7485,0
7486,2
7487,3
7488,2
7489,3
7490,0
7491,2
7492,3
7493,2
7494,3
7495,2
7496,0
7497,2
7498,1
7499,2
7500,2
7501,1
7502,0
7503,0
7504,3
7505,2
7506,2
7507,3
7508,3
7509,3
7510,0
7511,2
7512,3
7513,2
7514,3
7515,0
7516,0
7517,3
7518,0
7519,1
7520,0
7521,3
7522,0
7523,0
7524,0
7525,1
7526,2
7527,1
7528,1
7529,1
7530,2
7531,0
7532,1
7533,1
7534,1
7535,3
7536,2
7537,3
7538,1
7539,3
7540,1
7541,2
7542,3
7543,1
7544,2
7545,2
7546,1
7547,1
7548,2
7549,1
7550,2
7551,0
7552,2
7553,2
7554,1
7555,1
7556,1
7557,2
7558,2
7559,3
7560,1
7561,2
7562,1
7563,0
7564,0
7565,3
7566,3
7567,3
7568,2
7569,3
7570,3
7571,2
7572,1
7573,0
7574,2
7575,0
7576,3
7577,1
7578,3
7579,2
7580,3
7581,2
7582,1
7583,2
7584,0
7585,0
7586,0
7587,2
7588,2
7589,2
7590,1
7591,0
7592,1
7593,1
7594,0
7595,0
7596,3
7597,0
7598,0
7599,2
7600,1
7601,1
7602,2
7603,1
7604,3
7605,3
7606,1
7607,0
7608,1
7609,0
7610,2
7611,3
7612,3
7613,3
7614,2
7615,1
7616,3
7617,2
7618,0
7619,0
7620,3
7621,3
7622,0
7623,1
7624,0
7625,0
7626,2
7627,1
7628,1
7629,0
7630,3
7631,0
7632,3
7633,2
7634,3
7635,2
7636,2
7637,1
7638,1
7639,0
7640,2
7641,0
7642,2
7643,1
7644,0
7645,1
7646,2
7647,1
7648,0
7649,2
7650,1
7651,1
7652,1
7653,2
7654,0
7655,0
7656,2
7657,1
7658,2
7659,0
7660,2
7661,3
7662,0
7663,1
7664,3
7665,3
7666,0
7667,3
7668,0
7669,3
7670,1
7671,2
7672,0
7673,0
7674,1
7675,2
7676,2
7677,2
7678,0
7679,1
7680,2
7681,2
7682,1
7683,1
7684,0
7685,0
7686,3
7687,3
7688,3
7689,1
7690,2
7691,2
7692,2
7693,0
7694,0
7695,1
7696,0
7697,0
7698,0
7699,0
7700,2
7701,1
7702,2
7703,3
7704,2
7705,2
7706,1
7707,2
7708,3
7709,2
7710,1
7711,3
7712,1
7713,1
7714,3
7715,0
7716,2
7717,2
7718,1
7719,0
7720,2
7721,3
7722,0
7723,0
7724,1
7725,0
7726,1
7727,1
7728,2
7729,1
7730,1
7731,2
7732,3
7733,1
7734,0
7735,1
7736,3
7737,3
7738,0
7739,1
7740,1
7741,2
7742,0
7743,2
7744,0
7745,2
7746,2
7747,2
7748,0
7749,1
7750,1
7751,0
7752,0
7753,3
7754,1
7755,3
7756,1
7757,0
7758,2
7759,2
7760,0
7761,1
7762,2
7763,3
7764,0
7765,1
7766,3
7767,3
7768,3
7769,3
7770,2
7771,0
7772,1
7773,2
7774,1
7775,0
7776,1
7777,3
7778,3
7779,1
7780,0
7781,0
7782,2
7783,3
7784,2
7785,3
7786,2
7787,0
7788,2
7789,3
7790,3
7791,0
7792,0
7793,0
7794,0
7795,3
7796,0
7797,2
7798,3
7799,0
7800,3
7801,2
7802,3
7803,0
7804,3
7805,0
7806,2
7807,2
7808,0
7809,2
7810,1
7811,1
7812,1
7813,2
7814,3
7815,3
7816,0
7817,2
7818,3
7819,3
7820,0
7821,1
7822,1
7823,0
7824,0
7825,2
7826,1
7827,0
7828,3
7829,3
7830,0
7831,3
7832,0
7833,1
7834,1
7835,2
7836,2
7837,1
7838,0
7839,2
7840,3
7841,0
7842,1
7843,1
7844,3
7845,2
7846,3
7847,2
7848,3
7849,0
7850,0
7851,3
7852,2
7853,0
7854,2
7855,2
7856,2
7857,0
7858,1
7859,1
7860,3
7861,1
7862,0
7863,1
7864,3
7865,2
7866,0
7867,2
7868,2
7869,3
7870,2
7871,3
7872,1
7873,0
7874,3
7875,2
7876,0
7877,1
7878,0
7879,0
7880,2
7881,1
7882,1
7883,1
7884,0
7885,1
7886,3
7887,0
7888,3
7889,3
7890,3
7891,2
7892,3
7893,3
7894,0
7895,0
7896,2
7897,3
7898,0
7899,1
7900,0
7901,3
7902,2
7903,3
7904,2
7905,3
7906,0
7907,1
7908,0
7909,0
7910,0
7911,0
7912,0
7913,1
7914,0
7915,0
7916,0
7917,1
7918,1
7919,0
7920,0
7921,3
7922,3
7923,0
7924,3
7925,2
7926,0
7927,2
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,3
7935,2
7936,1
7937,3
7938,0
7939,3
7940,0
7941,2
7942,2
7943,0
7944,3
7945,2
7946,3
7947,0
7948,3
7949,3
7950,0
7951,0
7952,3
7953,3
7954,2
7955,3
7956,3
7957,0
7958,0
7959,3
7960,0
7961,0
7962,1
7963,3
7964,0
7965,3
7966,0
7967,0
7968,1
7969,3
7970,2
7971,1
7972,1
7973,3
7974,0
7975,3
7976,0
7977,0
7978,0
7979,0
7980,3
7981,0
7982,3
7983,3
7984,0
7985,0
7986,1
7987,0
7988,3
7989,0
7990,2
7991,3
7992,0
7993,2
7994,0
7995,2
7996,2
7997,3
7998,0
7999,3
8000,3
8001,0
8002,2
8003,3
8004,3
8005,3
8006,0
8007,2
8008,0
8009,2
8010,0
8011,1
8012,1
8013,0
8014,1
8015,0
8016,2
8017,1
8018,0
8019,2
8020,1
8021,2
8022,1
8023,2
8024,3
8025,0
8026,1
8027,3
8028,0
8029,0
8030,3
8031,3
8032,3
8033,3
8034,3
8035,3
8036,1
8037,2
8038,3
8039,0
8040,0
8041,3
8042,1
8043,0
8044,1
8045,2
8046,1
8047,3
8048,0
8049,1
8050,2
8051,2
8052,3
8053,3
8054,1
8055,2
8056,3
8057,1
8058,1
8059,0
8060,3
8061,1
8062,0
8063,2
8064,0
8065,1
8066,0
8067,0
8068,1
8069,1
8070,1
8071,0
8072,1
8073,2
8074,2
8075,1
8076,3
8077,2
8078,0
8079,0
8080,2
8081,0
8082,2
8083,1
8084,0
8085,3
8086,1
8087,3
8088,0
8089,0
8090,3
8091,0
8092,1
8093,0
8094,0
8095,1
8096,0
8097,2
8098,3
8099,3
8100,0
8101,3
8102,3
8103,0
8104,0
8105,0
8106,3
8107,3
8108,2
8109,0
8110,0
8111,0
8112,0
8113,1
8114,2
8115,0
8116,2
8117,0
8118,1
8119,0
8120,1
8121,0
8122,2
8123,0
8124,2
8125,3
8126,2
8127,2
8128,2
8129,1
8130,3
8131,3
8132,3
8133,1
8134,0
8135,1
8136,2
8137,2
8138,2
8139,2
8140,2
8141,3
8142,0
8143,2
8144,0
8145,3
8146,0
8147,2
8148,0
8149,2
8150,3
8151,0
8152,2
8153,2
8154,2
8155,1
8156,0
8157,3
8158,3
8159,3
8160,2
8161,0
8162,0
8163,3
8164,2
8165,0
8166,3
8167,0
8168,1
8169,3
8170,1
8171,2
8172,3
8173,1
8174,3
8175,1
8176,3
8177,1
8178,0
8179,0
8180,3
8181,2
8182,3
8183,2
8184,3
8185,1
8186,3
8187,1
8188,2
8189,2
8190,2
8191,0
8192,1
8193,0
8194,2
8195,2
8196,2
8197,3
8198,1
8199,0
8200,0
8201,3
8202,0
8203,1
8204,3
8205,2
8206,3
8207,2
8208,3
8209,1
8210,0
8211,2
8212,0
8213,0
8214,3
8215,0
8216,1
8217,0
8218,0
8219,1
8220,1
8221,2
8222,0
8223,3
8224,0
8225,0
8226,0
8227,3
8228,1
8229,0
8230,1
8231,1
8232,2
8233,0
8234,2
8235,3
8236,0
8237,0
8238,2
8239,3
8240,3
8241,1
8242,3
8243,0
8244,3
8245,3
8246,2
8247,0
8248,2
8249,0
8250,3
8251,2
8252,1
8253,0
8254,1
8255,3
8256,3
8257,1
8258,3
8259,0
8260,0
8261,1
8262,2
8263,0
8264,0
8265,2
8266,1
8267,2
8268,0
8269,0
8270,2
8271,3
8272,2
8273,2
8274,1
8275,3
8276,3
8277,3
8278,1
8279,0
8280,0
8281,0
8282,1
8283,1
8284,2
8285,0
8286,1
8287,3
8288,2
8289,1
8290,3
8291,3
8292,2
8293,3
8294,2
8295,2
8296,1
8297,1
8298,1
8299,1
8300,2
8301,2
8302,0
8303,0
8304,0
8305,0
8306,0
8307,1
8308,0
8309,3
8310,1
8311,3
8312,3
8313,1
8314,2
8315,3
8316,0
8317,2
8318,3
8319,0
8320,2
8321,2
8322,2
8323,1
8324,3
8325,1
8326,1
8327,3
8328,0
8329,1
8330,1
8331,2
8332,3
8333,3
8334,1
8335,0
8336,3
8337,2
8338,2
8339,0
8340,0
8341,2
8342,3
8343,1
8344,2
8345,0
8346,3
8347,3
8348,2
8349,0
8350,0
8351,2
8352,3
8353,1
8354,1
8355,1
8356,2
8357,3
8358,0
8359,3
8360,3
8361,2
8362,3
8363,3
8364,2
8365,0
8366,2
8367,2
8368,0
8369,3
8370,1
8371,0
8372,2
8373,2
8374,2
8375,2
8376,2
8377,3
8378,0
8379,3
8380,1
8381,1
8382,2
8383,2
8384,3
8385,0
8386,0
8387,1
8388,0
8389,2
8390,2
8391,1
8392,1
8393,0
8394,2
8395,0
8396,3
8397,1
8398,1
8399,3
8400,0
8401,2
8402,3
8403,0
8404,0
8405,3
8406,1
8407,0
8408,0
8409,0
8410,1
8411,3
8412,0
8413,1
8414,1
8415,0
8416,3
8417,3
8418,0
8419,3
8420,1
8421,3
8422,2
8423,2
8424,0
8425,0
8426,0
8427,1
8428,0
8429,0
8430,0
8431,0
8432,3
8433,2
8434,2
8435,2
8436,3
8437,1
8438,2
8439,0
8440,2
8441,3
8442,0
8443,0
8444,0
8445,3
8446,2
8447,0
8448,3
8449,0
8450,0
8451,2
8452,3
8453,0
8454,2
8455,2
8456,2
8457,2
8458,0
8459,0
8460,0
8461,3
8462,0
8463,1
8464,3
8465,2
8466,0
8467,1
8468,3
8469,2
8470,3
8471,0
8472,3
8473,3
8474,0
8475,1
8476,1
8477,2
8478,1
8479,3
8480,0
8481,2
8482,0
8483,3
8484,0
8485,0
8486,2
8487,2
8488,2
8489,2
8490,3
8491,3
8492,0
8493,0
8494,3
8495,3
8496,0
8497,1
8498,0
8499,3
8500,3
8501,1
8502,2
8503,0
8504,2
8505,1
8506,0
8507,0
8508,2
8509,1
8510,1
8511,2
8512,1
8513,0
8514,2
8515,0
8516,0
8517,0
8518,0
8519,0
8520,1
8521,1
8522,2
8523,2
8524,3
8525,1
8526,3
8527,3
8528,1
8529,0
8530,3
8531,1
8532,0
8533,2
8534,1
8535,1
8536,3
8537,3
8538,3
8539,0
8540,1
8541,0
8542,2
8543,2
8544,1
8545,1
8546,1
8547,3
8548,3
8549,1
8550,2
8551,2
8552,2
8553,0
8554,1
8555,2
8556,2
8557,1
8558,0
8559,0
8560,1
8561,2
8562,0
8563,0
8564,2
8565,1
8566,0
8567,2
8568,1
8569,0
8570,1
8571,3
8572,0
8573,3
8574,3
8575,3
8576,1
8577,0
8578,2
8579,0
8580,3
8581,0
8582,1
8583,0
8584,2
8585,3
8586,1
8587,1
8588,1
8589,3
8590,0
8591,1
8592,3
8593,0
8594,2
8595,3
